;Id;Immobilisations incorporelles;Immobilisations corporelles;Actifs financiers non courants;Stocks et travaux en-cours;Créances clients et comptes rattachés;Trésorerie et équivalents de trésorerie;Total actif;Capitaux propres;Provisions pour risques et charges non courantes;Dettes financières non courantes;Dettes financières courantes;Fournisseurs et comptes rattaches;Total passif;Chiffre d'affaires;Produits des activités ordinaires;Résultat opérationnel;Coût de l'endettement financier net;Quote part resultats des Sociétés Mises en Equivalence;RN des activités abandonnées;Résultat net;total des passifs courants;Fonds de roulement;EBIT;sales;A;B;C;D;E;scoring;Approval;RAF1;RAF2;RFD;RLG;RLR;RFI;DPC;RCP;TRN
1090;1091;774;8084000;71137;1132349,981;10683;5695;2050138;3328000;1288606,566;9370000;1050488,788;679000;2050138;-939,1579899;116,3098902;793,4937461;250;82,54212725;-233,4310965;298,3780293;1729738,788;98239,19298;-1289662,033;-939,1579899;0,047918332;0,00014554;-0,629061084;1,623305358;-0,000458095;-1,044670704;0;1,623305358;0,355176094;5,082823102;1,093517603;0,015590838;178,5006396;-4151,905262;8,97E-05;-0,317708024
1091;1092;1408;224;50700;1129371,165;12527;0;0;3713000;1290666,073;230799;950749,2599;682000;0;690,5611218;130,6213489;1655,76899;200;81,46632457;-325,7593324;709,2407475;1632949,26;191148,9054;-1290106,133;690,5611218;inf;inf;#NOM?;inf;inf;;0;inf;16,08759137;inf;1,201050806;0,013175924;77,78696252;6621,216943;0,000191016;1,027049924
1092;1093;463;400;43056;1129728,895;12077;7939;1134391;3430000;1290279,11;221420;963704,6165;3463;1134391;472,175787;127,3785498;1859,583634;-2;81,07936658;-342,6190062;565,1544318;967165,6165;186040,2781;-1289934,313;472,175787;0,164000136;0,000498201;-1,137116138;3,023648812;0,000416237;-1,740380087;0;3,023648812;15,49092223;1,044723218;1,193046993;0,02076985;84,80629877;9335,728602;0,000164768;1,196915317
1093;1094;105;393;8286;1129557,093;7759;6958;1150078;4159000;1290178,238;223030;965722,5749;3892;1150078;560,3845051;126,694923;1969,694687;100,5085432;80,29929801;-344,9240117;558,1739935;969715,0834;178551,5184;-1289744,549;560,3845051;0,15525166;0,000485336;-1,121440936;3,616276461;0,000487258;-1,343520492;0;3,616276461;18,64771555;1,033627784;1,184889039;0,015239366;528,8474535;5053,735381;0,000134209;0,996055366
1094;1095;1122000;345;2071000;1129803,448;1868000;7788;1127053;3328000;1290183,007;296352;1005379,91;4298;1127053;426,8402601;86,34607453;1747,76165;82,27885003;94,74952871;-319,7894011;288,970929;1009760,189;2000211,537;-1289842,513;426,8402601;1,774727131;0,000256395;-1,144438205;2,952833629;0,000378722;0,125464332;0;2,952833629;11,22988878;1,154987308;2,989508161;1,86575043;1,750049252;1597365,722;8,68E-05;0,677000171
1095;1096;1194000;11054000;2082000;1133474,397;2164000;0;736690;786650;1289170,819;9859000;1126442,524;11169;736690;-994,2051198;76,09412911;880,6546719;12,90090117;102,2366831;-245,6071266;-379,3085866;1137624,425;2171031,873;-1290241,119;-994,2051198;2,947008746;-0,000514882;-1,751403058;1,067816856;-0,001349557;-1,604599874;0;1,067816856;0,07979004;14,91189309;2,927334797;1,921092248;5,113184438;-794463,8226;-0,000482182;0,381519446
1096;1097;1305000;11670000;1757000;1133787,307;2191000;1063000;1692500;792929;1288599,172;9279000;1062818,466;2365000;1692500;-1325,881433;88,21635732;-36,36604865;32,18495235;104,3921014;-129,7361303;-250,3787081;3427850,651;3324968,841;-1290013,269;-1325,881433;1,964531073;-0,000147934;-0,762193955;0,468495716;-0,000783386;0,122304171;0;0,468495716;0,085454144;6,110380187;4,128444741;3,061670552;5,732458167;-603157,2509;-0,000315764;0,188839441
1097;1098;1230000;12914000;1102000;1134108,099;2164000;2820000;1736319;1013220;1288508,093;9420000;1048691,05;2460000;1736319;-1305,636817;96,68398716;-62,4238536;37,77854554;103,4003139;-31,08622856;-783,7589592;3508728,829;5069417,049;-1289910,413;-1305,636817;2,919634612;-0,000451391;-0,74289944;0,583544844;-0,000751957;1,400736383;0;0,583544844;0,10756051;6,029244079;5,834042446;4,752591337;9,46753176;-604961,4944;-0,000773533;0,600288648
1098;1099;1611100;12579000;672100;1134204,37;1248000;2280000;1810781;1128200;1288039,268;16596000;1065500,374;2379000;1810781;-2158,285689;83,22734774;-1315,523629;-6,34205033;89,81565844;85,13989799;-394,2357043;3444494,032;3596703,996;-1290280,781;-2158,285689;1,986272219;-0,000217716;-0,712554849;0,623046078;-0,001191909;0,404426598;0;0,623046078;0,067980236;9,753526447;4,375600875;3,311120377;26,37137331;-211056,3964;-0,000349438;0,182661501
1099;1100;1598700;18525900;600300;1135108,551;2900000;2474000;1657936;3164700;1287604,251;12522400;1168351,376;1435000;1957676;-1330,145988;85,06686873;719,9709742;-15,37863356;103,6231135;-94,55250168;-1522,065333;2603335,997;5340757,175;-1289019,464;-1330,145988;3,221328914;-0,000918048;-0,777484453;1,616559635;-0,00080229;2,267744226;1;1,908819158;0,25272312;8,257708003;5,571190899;4,599643662;26,13210062;-795777,3126;-0,000480951;1,144284422
1100;1101;1555000;19248700;672300;1136628,834;2500400;27346;8171200;3237300;1284744,471;11709600;1161215,185;2446400;8171200;-2720,961173;86,12543136;544,5488433;-7,206390757;104,3521062;100;-743,5192311;3607607,979;2503159,649;-1287551,557;-2720,961173;0,306339295;-9,10E-05;-0,157571906;0,396184159;-0,000332994;0,084869976;0;0,396184159;0,276465464;1,57514382;3,15563806;2,17681101;22,2324855;-335413,092;-0,000229673;0,273256097
1101;1102;1397800;19855300;693400;1136745,952;2477900;45579;7940400;3335500;1284695,563;12655000;1169068,362;2714500;7940400;-2807,497692;88,15314945;355,7693963;-13,87741586;104,229342;-800;-694,5389191;3883554,485;2491156,59;-1287591,213;-2807,497692;0,313731876;-8,75E-05;-0,162156971;0,420066999;-0,000353571;0,092924418;0;0,420066999;0,263571711;1,740978838;3,130890435;2,158538441;23,06100375;-322149,3299;-0,000208226;0,247387174
1102;1103;2490000;18901100;20423000;1137821,488;2205800;37036;7900800;2716700;1284899,641;11189600;611198,448;2233700;7900800;-3010,81798;-149,4915611;1544,111461;511,4944494;218,2092618;110,7768954;1247,747063;2845409,942;2769459,04;-1287760,968;-3010,81798;0,350528939;0,000157927;-0,162991212;0,343851256;-0,000381078;0,0889145;0;0,343851256;0,242787946;1,493620703;5,53119449;3,669570836;0,680913676;-267408,0616;0,000459288;-0,414421287
1103;1104;3687000;16609000;16534000;1137503,816;8358000;46605;8926900;834232;1284726,095;8984000;1073009,222;2083600;8926900;-3152,304611;-122,1583574;701,8840276;165,8694583;201,9264442;-90,99241192;-422,0788481;3156775,092;8469099,594;-1287756,241;-3152,304611;0,948716754;-4,73E-05;-0,144255704;0,093451478;-0,000353124;0,718067851;0;0,093451478;0,092857524;1,126595932;8,892848839;7,832742557;0,593820733;-967758,6325;-0,000505949;0,133895324
1104;1105;3572000;16773000;17165000;1135066,362;6078000;34778;97499;972434;1287721,915;7463000;664411,5235;13444000;97499;-2053,606143;-69,20291377;-3200,182107;339,8286832;214,5321025;245,8574747;2443,91036;14108751,35;6583432,838;-1289706,318;-2053,606143;67,52308063;0,025066004;-13,22789278;9,973784347;-0,021062843;43,37395076;1;9,973784347;0,130300683;83,35892187;10,90866745;9,200288953;0,491432217;-1080280,173;0,002513189;-1,190057971
1105;1106;3200000;17294000;13219000;1134871,204;6841000;39841;69856;1113327;1287367,173;8189000;783088,5703;16237000;69856;-2325,586849;-8,596800349;-4656,010356;32;193,9886599;231,8196949;2469,338776;17020120,57;7232623,634;-1289684,163;-2325,586849;103,5361835;0,035348986;-18,46203852;15,93745705;-0,033291154;72,89736471;1;15,93745705;0,135953963;128,4369069;10,23602247;8,786797894;0,703708828;-1073692,432;0,002217982;-1,061813184
1106;1107;17140;16674000;51978;1133829,968;6206000;43661;30317;0;1285135,834;14082000;747720,4288;41234000;30317;-5361,130589;287,877211;-16925,49793;-114,6115021;125,3176488;701,4602203;6901,842749;41981605,82;6635770,539;-1290784,842;-5361,130589;218,8795243;0,227655861;-42,57627213;0;-0,176835788;122,2956136;1;0;0;489,1552736;9,874667969;8,358285743;270,9223133;-422520,952;inf;-1,28738568
1107;1108;17367;55520;56879;1129202,27;197310;0;20200;494484;1288296,052;241340;324230,3984;33397000;20200;-2753,188299;274,0547481;-12485,74576;-170;106,4876518;544,6653111;7450,61838;33721060,4;1002281,872;-1291323,295;-2753,188299;49,61791446;0,368842494;-63,92689579;24,47940594;-0,13629645;-136,3495321;0;24,47940594;2,048910251;27,99853458;4,09126435;0,608548739;12,936655;-26158,09097;0,015067461;-2,706178281
1108;1109;19990;82927;69778;1137735,011;232582;1912000;31255000;528905;1277879,295;516022;949630,6785;80539;31255000;-6485,669561;107,0111715;227,2017207;96,82078449;81,46901496;-201,9712638;37,9311578;1030266,499;2332686,333;-1284471,975;-6485,669561;0,074634021;1,21E-06;-0,041096528;0,016922252;-0,000207508;-0,036110174;0;0,016922252;1,02496599;0,046893383;3,456414252;2,258332685;14,97502078;-13089,23145;7,17E-05;-0,005848457
1109;1110;24729;91160;72126;1137943,7;261908;2056000;32090000;520122;1277530,479;479860;948620,437;86225;32090000;-6663,760052;106,3292283;192,5799213;97,29507615;81,58216454;-193,3394415;-3,847388358;1034942,732;2507231,263;-1284300,568;-6663,760052;0,078131233;-1,20E-07;-0,040021831;0,016208227;-0,000207658;-0,028797454;0;0,016208227;1,083903639;0,044514816;3,643028935;2,443451469;13,86437623;-14345,71762;-7,40E-06;0,00057736
1110;1111;2025;241652;1052;1137481,301;224806;1982000;29920000;431243;1278442,022;591129;949631,6803;118055;29920000;-6218,117012;109,3250381;237,5305588;96,03723383;81,50541521;-197,8172423;19,53251408;1067782,717;2394655,621;-1284769,465;-6218,117012;0,080035281;6,53E-07;-0,042940156;0,014413202;-0,000207825;-0,037219166;0;0,014413202;0,729524351;0,051496012;3,521667791;2,323854654;971,8365019;-13195,9868;4,53E-05;-0,003141227
1111;1112;1287;200640;752;1137254,787;155582;3463000;28987000;614800;1278908,942;90377;912346,4178;114560;28987000;-5913,516885;110,4388881;294,3085709;119,309577;82,94213105;-106,5294068;-316,044347;1027025,727;3843490,369;-1284932,898;-5913,516885;0,132593589;-1,09E-05;-0,044327902;0,021209508;-0,000204006;0,025336665;0;0,021209508;6,80261571;0,034592176;5,212753286;3,96623687;937,7353723;-9602,987715;-0,00051406;0,053444397
1112;1113;1141;244571;3219;1130513,578;174723;4340;1421513;632116;1290492,997;86586;967820,5486;104493;1421513;65,6034166;132,3610754;1416,882559;90,13568114;83,78930039;-342,3083046;545,3807061;1072403,684;341756,029;-1290559,755;65,6034166;0,240417097;0,000383662;-0,907877561;0,444678311;4,62E-05;-2,44010517;0;0,444678311;7,30044118;0,741749494;1,353119211;0,185016737;223,268717;972112,4037;0,000862786;8,3132973
1113;1114;891;283788;1530;1130553,123;183303;6698;1532546;617092;1290442,931;86409;968139,2648;122318;1532546;37,81124804;132,402824;1407,402924;89,90168896;83,86338802;-342,2038286;543,4961547;1090547,166;352414,8582;-1290537,523;37,81124804;0,229953853;0,000354636;-0,8420873;0,402658061;2,47E-05;-2,260827465;0;0,402658061;7,14152461;0,688102194;1,364012566;0,19625379;459,8045752;1769462,752;0,000880738;14,37392794
1114;1115;98120;305579;4210;1130889,121;187723;4875;2946449;616654;1289842,689;74965;965619,6248;121349;2946449;-264,8446938;129,7448416;1365,260392;91,05895679;83,83307242;-339,390946;527,631602;1087059,684;357867,496;-1290237,278;-264,8446938;0,121457217;0,000179074;-0,437895677;0,209287179;-8,99E-05;-1,173573947;0;0,209287179;8,225892083;0,353165666;1,370609179;0,19945535;164,2800475;-258713,4898;0,000855636;-1,992230217
1115;1116;101183;1042385;4899;1131322,406;44533;7716;3393870;121900;1289630,89;647700;961307,41;117354;3393870;-492,2456464;129,3289507;1269,616963;93,8100262;765;-330,3786858;513,8979963;1078755,22;222263,9964;-1290252,465;-492,2456464;0,065489838;0,000151419;-0,380171446;0,035917699;-0,00014504;-1,154360399;0;0,035917699;0,188204416;0,474092234;1,231210115;0,05435202;157,0932843;-33021,20622;0,004215734;-1,04398688
1116;1117;108094;1161888;5374;1133028,388;74488;4673000;9576000;220600;1287145,212;722240;881030,6104;54574;9576000;-1785,89354;123,2770832;803,1136555;137,3972712;462;-21,36389197;-608,1254649;935742,0076;4999485,778;-1289054,383;-1785,89354;0,522084981;-6,35E-05;-0,134613031;0,023036759;-0,000186497;0,195825627;0;0,023036759;0,305438635;0,16742592;6,674588055;5,388561923;175,4447339;-15223,819;-0,002756688;0,340516079
1117;1118;0;1246079;30000;1133111,647;59290;3585000;10111000;336200;1286852,129;794839;904383,8489;57625;10111000;-1912,962473;124,1828493;875,2511388;125,9480869;188;-95,96974066;-346,1624855;962134,7969;3873017,798;-1288889,274;-1912,962473;0,383049926;-3,42E-05;-0,127473966;0,033250915;-0,000189196;0,058709244;0;0,033250915;0,422978742;0,168056854;5,282493327;4,02958324;37,7013;-11312,74152;-0,001029633;0,180956234
1118;1119;34400;1405000;848300;1133297,014;0;3715000;10977000;711000;1286480,163;0;869120,466;76817;10977000;-1970,968131;114,6667893;1099,467874;159,8924051;306;-86,49522054;-312,4350992;946097,3584;3979176,548;-1288565,798;-1970,968131;0,36250128;-2,85E-05;-0,117387793;0,064771796;-0,000179554;0,086265496;0;0,064771796;inf;0,079176502;5,578394714;4,274436221;0,838146882;0;-0,000439431;0,158518595
1119;1120;42200;16430500;616100;1137692,599;1438000;6423000;10711000;40417;1284884,904;9943300;1041433,565;0;10711000;-3213,623221;104,719861;674,7053992;73,82719881;104,7972494;99,81146177;-2177,353312;1041507,392;7957259,035;-1288203,247;-3213,623221;0,742905334;-0,000203282;-0,120269186;0,003773411;-0,00030003;0,49627751;0;0,003773411;0,004064747;1,025556303;8,640678489;7,548249132;16,20470216;-163326,552;-0,053872215;0,677538455
1120;1121;40400;18530300;477100;1135522,433;1584200;1656100;50600;22382;1288849,794;12418200;1152569,116;738300;50600;-1313,577889;114,8208997;790,4401316;4,192739054;102,8460976;-180,1881557;-1042,971619;1890873,309;3223253,317;-1290278,193;-1313,577889;63,70065844;-0,020612087;-25,49956903;0,442332016;-0,025960037;-7,497205427;0;0,442332016;0,001802355;268,1970181;3,79658137;2,811371531;26,07541815;-440196,9651;-0,046598678;0,793992977
1121;1122;613000;20586300;1135000;1136057,67;1734700;1725600;22491;-9859;1288698,811;12613300;1130961,093;710100;22491;-1322,654031;98,4696277;1012,396004;28,80600687;110,1641265;-164,2099588;-1235,271954;1841089,899;3465396,578;-1290119,935;-1322,654031;154,0792574;-0,054922945;-57,36160842;-0,438353119;-0,058808147;-4,796911069;0;-0,438353119;-0,000781635;611,1004888;4,064116529;3,059610116;11,1043533;-478708,3282;0,125293839;0,933934291
1122;1123;395000;20077000;371000;1135384,877;0;1025700;17740;-5300;1289688,96;0;922126,7716;778600;17740;273,0097023;132,1509665;3450,208884;204,780694;119,9130126;-394,7653594;-1001,694116;1700931,552;1238958,105;-1289548,101;273,0097023;69,83980301;-0,056465283;-72,69155024;-0,298759865;0,015389498;-156,31727;0;-0,298759865;#NOM?;51,98008859;2,34358761;1,112319945;-0,014285714;0;0,18899889;-3,669078819
1123;1124;416000;749000;335000;1129264,543;1693000;1791400;0;5556000;1290301,678;1595000;1044925,305;0;0;815,6751084;112,4956541;1804,933994;48,02486985;83,25380237;-237,6743697;-236,3892673;1044973,33;3568739,238;-1289598,499;815,6751084;inf;#NOM?;#NOM?;inf;inf;;0;inf;3,48338558;inf;4,415305593;3,334592419;21,34626866;757587,1737;-4,25E-05;-0,289808117
1124;1125;470000;854000;306000;1129735,247;1772000;12016000;153935;5081000;1290210,143;1164000;747601,6028;5515000;153935;366,3302273;135,4233836;-1161,245654;169,6034253;94,50459262;580,3518988;-1498,87163;6262771,206;14170133,64;-1289979,236;366,3302273;92,05270825;-0,009737042;-8,380025568;33,0074382;0,002379772;102,6023764;1;33,0074382;4,365120275;12,41823888;19,95412422;18,44297812;20,40849673;1765565,47;-0,000294995;-4,091586002
1125;1126;470000;953000;293000;1130992,082;1661000;9413000;151983;-245000;1291222,36;286000;850341,6972;1346000;151983;174,0644727;127,4858931;113,0256112;135,1090619;717;296,9826621;-1731,002464;2196476,806;11354650,38;-1291175,782;174,0644727;74,71000299;-0,011389448;-8,495527669;-1,612022397;0,001145289;60,6347489;1;-1,612022397;-0,856643357;7,476768436;14,35304434;13,02300009;0,139931741;3482991,047;0,007065316;-9,944605219
1126;1127;0;1371000;895164;1131674,746;1581000;9314000;146354;-2281000;1291347,01;1237000;845419,5551;1751000;146354;-267,8081466;131,4553816;-447,0318739;136,066976;827;315,6455181;-1495,444865;2596555,622;11181255,19;-1291746,273;-267,8081466;76,39869898;-0,010217998;-8,82617676;-15,58549818;-0,001829866;53,1846215;1;-15,58549818;-1,843977365;14,22864804;14,22568791;12,88709249;-1,16626674;-2154770,149;0,000655609;5,584015588
1127;1128;0;0;999201;1130830,114;0;14439000;0;517683;1291516,305;0;630473,7859;1653000;0;350,8204143;127,3725458;-104,627707;271,9005683;-105;679,5336204;-2311,248286;2283745,686;14939356,33;-1291292,857;350,8204143;inf;#NOM?;#NOM?;inf;inf;;0;inf;inf;inf;24,69544407;22,90182451;0,518096959;0;-0,004464601;-6,588123701
1128;1129;0;0;1060055;1133069,363;0;158958;12076000;653477;1286004,845;0;931136,5248;2746;12076000;-2252,172307;111,8241938;1161,661977;123,0082885;-95;-310,7483274;622,8436729;934005,5331;360890,8384;-1288368,841;-2252,172307;0,029884965;5,16E-05;-0,106688377;0,054113697;-0,0001865;-0,28385576;0;0,054113697;inf;0,07710637;1,387581014;0,170713956;0,61645575;0;0,000953123;-0,276552407
1129;1130;0;0;1267100;1133171,443;0;430892;12975000;1238726;1285555,156;0;922359,9607;2337;12975000;-2376,691799;107,9033658;1214,890731;131,5496772;89,09801043;-290,6160175;575,4420222;924828,5104;641703,4821;-1288039,751;-2376,691799;0,049456916;4,44E-05;-0,099270886;0,095470212;-0,000183175;-0,211084584;0;0,095470212;inf;0,071087473;1,695719144;0,467162516;0,977607134;0;0,000464543;-0,242118908
1130;1131;0;0;9300;1133246,04;0;271785;13904000;1478570;1285132,818;0;957713,6222;440;13904000;-2524,248587;120,9566085;1174,734321;98,96151693;81,50239423;-322,1660127;477,0681112;958252,5837;447317,4182;-1287778,023;-2524,248587;0,032171851;3,43E-05;-0,092619248;0,106341341;-0,000181548;-0,203366005;0;0,106341341;inf;0,068880439;1,467068034;0,28378525;158,9860215;0;0,000322655;-0,188994108
1131;1132;103100;0;10600;1131733,251;0;469231;10546000;4474000;1286179,651;0;955072,9022;0;10546000;-1411,415195;117,5200008;1728,957798;107,752783;79,69578374;-313,7073451;410,7598657;955180,655;645891,3487;-1287708,586;-1411,415195;0,06124515;3,89E-05;-0,122103981;0,424236677;-0,000133834;-0,074986257;0;0,424236677;inf;0,090562574;1,676274394;0,491303856;422,0754717;0;9,18E-05;-0,291026954
1132;1133;119400;18500;10600;1129247,434;237100;114593;363119;5028000;1290164,648;2858300;993438,8006;511400;363119;467,4797799;121,834157;1396,425636;69,46406441;76,88511322;-283,7790927;632,3513765;1504908,265;487501,633;-1289819,002;467,4797799;1,342539589;0,001741444;-3,552055944;13,84670039;0,001287401;-1,79899145;0;13,84670039;1,75908757;10,60737334;1,490721354;0,354015768;743,990566;185123,5149;0,000125766;1,352681771
1133;1134;122100;20600;12600;1129176,428;573200;108191;429273;5324000;1290077,746;2593200;1010601,533;730800;429273;497,0504327;122,5640026;1370,810721;58,30025942;77,4241531;-292,2774139;603,2692653;1741459,834;799965,8949;-1289703,26;497,0504327;1,863536479;0,001405328;-3,004389421;12,402364;0,001157889;-0,233697568;0;12,402364;2,053061854;8,395127421;1,791573997;0,67424299;628,3492063;420919,0582;0,000113311;1,2136983
1134;1135;121100;20900;50453;1129212,352;861700;92700;515870;5235000;1289985,309;2745200;1022633,385;1188500;515870;399,7940386;123,8333732;1113,753578;45,98329364;78,02641945;-285,2612346;650,83936;2211179,368;1060978,967;-1289709,349;399,7940386;2,056678944;0,001261634;-2,500066584;10,14790548;0,00077499;0,309079571;0;10,14790548;1,906964884;7,3038428;2,0374969;0,933276787;158,170971;786706,3278;0,000124325;1,62793663
1135;1136;10970;26100;45930;1130465,665;1075900;104943;566791;10735;1290634,162;2536800;1027448,78;1271700;566791;-254,0987106;133,8827605;295,6678393;29,20889228;82,56102123;-282,0478778;660,5170055;2299177,989;1283859,885;-1291022,144;-254,0987106;2,265138094;0,001165363;-2,277774601;0,018939962;-0,000448311;-4,785943297;0;0,018939962;0,004231709;6,288471023;2,249560962;1,149296221;55,46559983;-1545476,162;0,061529297;-2,599450441
